accession	path	rank	lineage
GCF_004377485.1	path2763	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__Alkanindiges illinoisensis_A
GCF_002943415.1	path2763	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca;s__Perlucidibaca sp002943415
GCF_001676655.1	path2763	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca;s__Perlucidibaca aquatica
GCA_003864455.1	path2764	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2764	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2764	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2764	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004377485.1	path2764	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__Alkanindiges illinoisensis_A
GCF_002836505.1	path2764	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp002836505
GCF_900163785.1	path2764	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp900163785
GCA_003864455.1	path2765	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2765	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2765	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2765	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004377485.1	path2765	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__Alkanindiges illinoisensis_A
GCA_003543245.1	path2765	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__UBA2031;s__UBA2031 sp003543245
GCA_002333145.1	path2765	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__UBA2031;s__UBA2031 sp002333145
GCA_003864455.1	path2766	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2766	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2766	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2766	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2766	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCA_002335115.1	path2766	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__ASP10-02a sp002335115
GCA_003521845.1	path2766	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__ASP10-02a sp003521845
GCA_003864455.1	path2767	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2767	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2767	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2767	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCA_000416275.1	path2767	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Rs1;s__Rs1 sp000416275
GCF_000381785.1	path2767	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea japonica
GCF_900111095.1	path2767	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCA_003864455.1	path2768	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2768	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2768	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2768	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2768	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCF_000619885.1	path2768	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Balneatrix;s__Balneatrix alpica
GCF_003194385.1	path2768	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Balneatrix;s__Balneatrix plantistimulans
GCA_003864455.1	path2769	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2769	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2769	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2769	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2769	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCF_000705555.1	path2769	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp000705555
GCF_900108065.1	path2769	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium lutimaris
GCA_003864455.1	path2770	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2770	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2770	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2770	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2770	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCF_001528745.1	path2770	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_A;s__Marinobacterium_A profundum
GCF_001651805.1	path2770	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_A;s__Marinobacterium_A aestuarii
GCA_003864455.1	path2771	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2771	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2771	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2771	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2771	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCA_004195305.1	path2771	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Motiliproteus;s__Motiliproteus sp004195305
GCF_001968815.1	path2771	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Motiliproteus;s__Motiliproteus sp001968815
GCA_003864455.1	path2772	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2772	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2772	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2772	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2772	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCA_000153345.1	path2772	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__Neptuniibacter caesariensis
GCF_001597725.1	path2772	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__Neptuniibacter marinus
GCA_003864455.1	path2773	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2773	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2773	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2773	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2773	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCF_900113275.1	path2773	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptunomonas;s__Neptunomonas qingdaonensis
GCF_004959845.1	path2773	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptunomonas;s__Neptunomonas sp004959845
GCA_003864455.1	path2774	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2774	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2774	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2774	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2774	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCF_003284585.1	path2774	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Nitrincola;s__Nitrincola tibetensis
GCF_000691225.1	path2774	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Nitrincola;s__Nitrincola lacisaponensis
GCA_003864455.1	path2775	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2775	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2775	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2775	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_900111095.1	path2775	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea atlantica
GCA_000416275.1	path2775	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Rs1;s__Rs1 sp000416275
GCA_000416315.1	path2775	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Rs1;s__Rs1 sp000416315
GCA_003864455.1	path2776	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2776	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2776	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2776	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004785685.1	path2776	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter confluentis
GCF_000376785.1	path2776	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Hahella;s__Hahella ganghwensis
GCF_002260525.1	path2776	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Hahella;s__Hahella sp002260525
GCA_003864455.1	path2777	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2777	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2777	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2777	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004785685.1	path2777	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter confluentis
GCA_007135745.1	path2777	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Halospina;s__Halospina sp007135745
GCF_004364635.1	path2777	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Halospina;s__Halospina denitrificans
GCA_003864455.1	path2778	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2778	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2778	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2778	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004785685.1	path2778	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter confluentis
GCA_002747395.1	path2778	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__LZORAL124-50-18;s__LZORAL124-50-18 sp002747395
GCA_002747055.1	path2778	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__LZORAL124-50-18;s__LZORAL124-50-18 sp002747055
GCA_003864455.1	path2779	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2779	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2779	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2779	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCA_002717955.1	path2779	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter_A;s__Marinobacter_A sp002717955
GCF_000170835.1	path2779	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter algicola
GCF_004785685.1	path2779	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter confluentis
GCA_003864455.1	path2780	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2780	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2780	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2780	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_004785685.1	path2780	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter confluentis
GCF_000364845.1	path2780	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter_A;s__Marinobacter_A nanhaiticus
GCF_003789045.1	path2780	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter_A;s__Marinobacter_A sp003789045
GCA_003864455.1	path2781	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2781	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2781	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2781	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_000511875.1	path2781	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp000511875
GCA_002746135.1	path2781	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__50-400-T64;s__50-400-T64 sp002746135
GCA_002162755.1	path2781	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__50-400-T64;s__50-400-T64 sp002162755
GCA_003864455.1	path2782	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2782	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2782	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2782	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_000511875.1	path2782	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp000511875
GCA_002710745.1	path2782	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__AAA300-D14;s__AAA300-D14 sp002710745
GCA_002711285.1	path2782	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__AAA300-D14;s__AAA300-D14 sp002711285
GCA_003864455.1	path2783	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2783	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2783	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2783	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
GCF_000511875.1	path2783	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp000511875
GCA_002388905.1	path2783	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__BRH-c0;s__BRH-c0 sp002388905
GCA_000961645.1	path2783	species	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__BRH-c0;s__BRH-c0 sp000961645
GCA_003864455.1	path2784	superkingdom	d__Bacteria;p__Margulisbacteria;c__Termititenacia;o__Termititenacales;f__Termititenacaceae;g__Termititenax;s__Termititenax aidoneus
GCF_004358185.1	path2784	phylum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudodonghicola;s__Pseudodonghicola sp004358185
GCA_002342165.1	path2784	class	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp002342165
GCF_000731675.1	path2784	order	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E capeferrum
